Data, Hora, Municipio, Nro da Ocorrencia, Tipo de Via, Tipo Logradouro, Logradouro, KM, Natureza Ocorrencia, Tipo Ocorrencia, Historico, Teor Alcoolico, Falecimento Posterior, Ocorrencia Falecimento, Motorista Embriagado, Pedestre Embriagado, Veiculo Fugou, Motorista sem CNH
"01/01/2008","04:00","Candelária","25","Municipal","Rua","MARCO MALLMANN","","Atropelamento","Lesão Corporal Seguida De Morte","","","03/01/2008","78","NÃO INF.","NÃO INF.","S","NÃO INF."
"22/08/2008","05:00","Candelária","1983","Estadual","Rodovia","RS 509","","Atropelamento","Outros Acidentes","","","22/08/2008","","NÃO INF.","S","S","NÃO INF."
"13/06/2008","22:30","Candelária","1361","Estadual","Rodovia","RS 287","151","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","S","NÃO INF."
"01/06/2008","16:10","Candelária","1216","Estadual","Rodovia","RS 400","11","Colisão Lateral","Homicídio De Trânsito","","","01/06/2008","","NÃO INF.","N","N","N"
"10/10/2008","09:30","Candiota","9250/803","Municipal","Estrada","","","Não Informado","Lesão Corporal Seguida De Morte","","","17/10/2008","9250","NÃO INF.","N","N","NÃO INF."
"07/04/2008","18:47","Candiota","271","Municipal","Rodovia","MIGUEL ARLINDO CAMARA","3","Capotagem","Homicídio De Trânsito","","","07/04/2008","","NÃO INF.","N","N","NÃO INF."
"13/12/2008","10:35","Candiota","1000","Federal","Rodovia","BR 293","137,2","Colisão","Homicídio De Trânsito","","Não","","","N","N","N","N"
"15/11/2008","15:25","Canela","4219","Estadual","Rodovia","RS 235","49","Colisão","Homicídio De Trânsito","","","15/11/2008","","NÃO INF.","N","N","S"
"14/07/2008","13:20","Canela","2591","Estadual","Rodovia","RS 235","46","Colisão Lateral","Homicídio De Trânsito","","","15/07/2008","23038","NÃO INF.","N","N","N"
"12/12/2008","16:00","Canguçu","32585","Federal","Rodovia","BR 392","120,8","Colisão","Lesão Corporal Culposa","","","16/12/2008","32879","NÃO INF.","N","N","N"
"03/11/2008","16:15","Canguçu","2776","Federal","Rodovia","BR 392","154,5","Não Informado","Falecimento","","","06/11/2008","29083","NÃO INF.","NÃO INF.","N","NÃO INF."
"20/08/2008","12:40","Canguçu","2080","Estadual","Rodovia","RS 265","90","Colisão","Homicídio De Trânsito","","Não","20/08/2008","21927","N","N","N","N"
"03/08/2008","04:50","Canguçu","1937","Estadual","Rodovia","RS 265","101","Tombamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"19/05/2008","11:30","Canguçu","1283","Municipal","Estrada","LAGOA DOS PEREIRA","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"17/07/2008","20:00","Canoas","9454","Municipal","Rua","NICOLAU SEIBEL","310","Não Informado","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"09/07/2008","14:30","Canoas","9038","Municipal","Avenida","VICTOR BARRETO","140","Atropelamento","Lesão De Trânsito","","","09/07/2008","9056","NÃO INF.","NÃO INF.","N","N"
"08/07/2008","07:10","Canoas","8955","Federal","Rodovia","BR 116","265,5","Colisão","Homicídio De Trânsito","","","08/07/2008","","N","N","NÃO INF.","NÃO INF."
"07/07/2008","08:00","Canoas","8878","Federal","Rodovia","BR 116","260,7","Colisão","Homicídio De Trânsito","","","07/07/2008","","NÃO INF.","N","N","N"
"27/06/2008","20:30","Canoas","8511","Municipal","Avenida","SANTOS FERREIRA","550","Atropelamento","Homicídio De Trânsito","","","27/06/2008","","N","N","N","N"
"15/08/2008","15:30","Canoas","8039","Municipal","Rua","BOQUEIRAO","3257","Colisão","Lesão Corporal Seguida De Morte","","","15/08/2008","","NÃO INF.","N","N","N"
"04/10/2008","23:00","Canoas","6449","Municipal","Rua","FERNANDO FERRARI","","Atropelamento","Homicídio De Trânsito","","Sim","","","S","N","N","NÃO INF."
"21/04/2008","12:41","Canoas","5202","Federal","Rodovia","BR 116","261","Colisão","Lesão De Trânsito","","","04/05/2008","6954","NÃO INF.","N","N","NÃO INF."
"07/08/2008","12:40","Canoas","5041","Municipal","Rua","VENANCIO AIRES","676","Colisão Lateral","Lesão De Trânsito","","","19/08/2008","10931","NÃO INF.","N","N","N"
"31/07/2008","16:10","Canoas","4889","Federal","Rodovia","BR 116","269,5","Colisão Lateral","Lesão De Trânsito","","","01/08/2008","10117","NÃO INF.","N","N","N"
"19/05/2008","18:15","Canoas","4761","Municipal","Rua","BOQUEIRAO","3391","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"08/01/2008","18:35","Canoas","402","Municipal","Rua","RIO DOS SINOS","1351","Colisão","Lesão De Trânsito","","","24/01/2008","770","N","N","N","N"
"30/05/2008","14:45","Canoas","3586","Federal","Rodovia","BR 116","266","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"12/04/2008","08:25","Canoas","3559","Municipal","Rua","BOQUEIRAO","2753","Atropelamento","Lesão De Trânsito","","","18/04/2008","5101","NÃO INF.","NÃO INF.","N","N"
"25/05/2008","11:00","Canoas","3478","Municipal","Rua","SANTOS DUMONT","1965","Colisão","Homicídio De Trânsito","","","","","S","N","N","N"
"12/03/2008","17:30","Canoas","3349","Municipal","Rua","CAMPINAS","4389","Atropelamento","Homicídio De Trânsito","","","12/03/2008","","NÃO INF.","N","N","N"
"11/03/2008","21:00","Canoas","3292","Municipal","Avenida","GUILHERME SCHELL","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"05/04/2009","04:30","Faxinal do Soturno","9729","Estadual","Rodovia","RS 348","43","Capotagem","Lesão De Trânsito","","","15/04/2009","11023","","","",""
"28/11/2009","03:30","Faxinalzinho","1989","Municipal","Estrada","LINHA FAXINAL","","Tombamento","Encontro De Cadáver","","","28/11/2009","","NÃO INF.","N","N","NÃO INF."
"19/09/2009","20:00","Fazenda Vilanova","2554","Federal","Rodovia","BR 386","366","Colisão","Lesão De Trânsito","","","19/09/2009","2554","","","",""
"16/05/2009","18:15","Fazenda Vilanova","255","Federal","Rodovia","BR 386","379,2","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"27/02/2009","20:30","Fazenda Vilanova","126","Federal","Rodovia","BR 386","368,2","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"06/06/2009","17:30","Feliz","587","Estadual","Rodovia","RS 452","8","Não Informado","Homicídio De Trânsito","","","","","","","",""
"12/01/2009","07:00","Feliz","47","Municipal","Rua","VOLUNTARIOS DA PATRIA","","Colisão","Homicídio De Trânsito","","","12/01/2009","","","","",""
"25/04/2009","16:20","Feliz","425","Estadual","Rodovia","RS 452","11","Colisão","Homicídio De Trânsito","","","","","","","",""
"24/01/2009","21:20","Feliz","31","Estadual","Rodovia","RS 452","8","Colisão","Homicídio De Trânsito","","","24/01/2009","","","","",""
"06/03/2009","21:00","Feliz","231","Estadual","Rodovia","RS 452","3","Colisão","Homicídio De Trânsito","","","","","","","",""
"26/04/2009","21:00","Flores da Cunha","736","Municipal","Avenida","VINTE E CINCO DE JULHO","","Colisão","Homicídio De Trânsito","","","","","","","",""
"23/04/2009","03:30","Flores da Cunha","727","Estadual","Rodovia","RS 122","106","Tombamento","Homicídio De Trânsito","","","","","","","",""
"01/12/2009","09:55","Flores da Cunha","2063","Estadual","Rodovia","RS 122","99","Colisão","Lesão Corporal Culposa","","","01/12/2009","38678","","","",""
"25/10/2009","13:50","Flores da Cunha","1827","Estadual","Rodovia","RS 122","95","Capotagem","Homicídio De Trânsito","","","","","","","",""
"17/10/2009","09:15","Flores da Cunha","1771","Estadual","Rodovia","RS 122","105","Colisão","Homicídio De Trânsito","","","","","","","",""
"01/11/2009","17:40","Fontoura Xavier","799","Federal","Rodovia","BR 386","269,7","Colisão","Homicídio De Trânsito","","","","","N","N","N","N"
"22/08/2009","16:00","Formigueiro","521","Municipal","Estrada","LINHA COLONIA ANTAO FARIA","","Capotagem","Acidente De Trânsito Com Danos Materiais","","","","","NÃO INF.","N","N","NÃO INF."
"28/11/2009","17:00","Frederico Westphalen","3568","Federal","Rodovia","BR 386","18,5","Capotagem","Homicídio De Trânsito","","","","","","","",""
"15/11/2009","20:30","Frederico Westphalen","3400","Federal","Rodovia","BR 386","28,6","Colisão","Homicídio De Trânsito","","","15/11/2009","","","","",""
"20/04/2009","18:40","Frederico Westphalen","1220","Federal","Rodovia","BR 386","13,3","Colisão","Homicídio De Trânsito","","","20/04/2009","","","","",""
"15/04/2009","12:05","Frederico Westphalen","1157","Federal","Rodovia","BR 386","39,7","Colisão","Homicídio De Trânsito","","","","","","","",""
"05/01/2009","05:45","Garibaldi","3","Estadual","Rodovia","RS 453","96","Tombamento","Homicídio De Trânsito","","","19/01/2009","714","","","",""
"03/12/2009","18:30","Garibaldi","2432","Estadual","Rodovia","RS 453","73","Tombamento","Lesão Corporal Seguida De Morte","","","03/12/2009","","","","",""
"09/09/2009","14:00","Garibaldi","1821","Estadual","Rodovia","RS 470","225","Colisão Lateral","Lesão De Trânsito","","","13/09/2009","10338","","","",""
"29/08/2009","19:50","Garibaldi","1763","Estadual","Rodovia","RS 453","101","Colisão","Homicídio De Trânsito","","","","","","","",""
"04/11/2009","10:00","General Câmara","640","Municipal","Avenida","QUINZE DE NOVEMBRO","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","04/11/2009","","","","",""
"19/11/2009","13:15","Getúlio Vargas","1934","Estadual","Rodovia","RS 135","55","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"15/10/2009","17:30","Getúlio Vargas","1685","Estadual","Rodovia","RS 135","43","Atropelamento","Encontro De Cadáver","","","15/10/2009","","N","N","S","NÃO INF."
"20/12/2009","03:10","Giruá","1788","Estadual","Rodovia","RS 344","65","Atropelamento","Encontro De Cadáver","","","","","N","N","S","NÃO INF."
"05/12/2009","19:00","Giruá","1722","Municipal","Estrada","GERAL FAZENDA VELHA","1","Não Informado","Lesão De Trânsito","","","09/12/2009","7816","","","",""
"23/08/2009","18:30","Giruá","1126","Municipal","Rua","ARTHUR FERRAZ DE ALMEIDA CAMPOS","","Atropelamento","Lesão Corporal","","","23/08/2009","5414","","","",""
"28/12/2009","00:00","Gramado","4379","Estadual","Rodovia","RS 235","","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"19/12/2009","18:30","Gramado","4257","Municipal","Estrada","LINHA MOREIRA","3900","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"18/01/2009","15:00","Gramado","308","Estadual","Rodovia","RS 235","35","Tombamento","Homicídio De Trânsito","","","22/01/2009","631","","","",""
"07/08/2009","23:35","Gramado","2631","Estadual","Rodovia","RS 235","24","Choque Com Objeto Fixo","Homicídio De Trânsito","","","08/08/2009","","","","",""
"03/06/2009","09:50","Gramado","1852","Municipal","Avenida","HORTENCIAS","1662","Atropelamento","Homicídio De Trânsito","","","08/06/2009","1906","","","",""
"02/05/2009","22:00","Gramado Xavier","201","Municipal","Estrada","LINHA GRAMADO DOS FRANCOS","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","02/05/2009","","","","",""
"31/01/2009","06:45","Gravataí","999","Estadual","Rodovia","RS 020","","Colisão Lateral","Homicídio De Trânsito","","","31/01/2009","1135","","","",""
"19/08/2009","09:40","Gravataí","9870","Estadual","Rodovia","RS 030","","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"14/07/2009","12:25","Gravataí","7663","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","440","Não Informado","Lesão De Trânsito","","","26/07/2009","7170","","","",""
"24/01/2009","22:10","Gravataí","756","Municipal","Rua","ANHEMBI","59","Atropelamento","Homicídio De Trânsito","","","25/01/2009","","","","",""
"01/05/2009","20:20","Gravataí","691","Estadual","Rodovia","RS 030","","Colisão","Homicídio De Trânsito","","","01/05/2009","713","NÃO INF.","N","N","NÃO INF."
"04/07/2009","03:30","Gravataí","6657","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","4533","Atropelamento","Homicídio De Trânsito","","","04/07/2009","","","","",""
"01/07/2009","22:00","Gravataí","6572","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","4636","Atropelamento","Homicídio De Trânsito","","","02/07/2009","","","","",""
"19/04/2009","14:38","Gravataí","605","Estadual","Rodovia","RS 030","5","Colisão","Homicídio De Trânsito","","","","","","","",""
"11/06/2009","17:30","Gravataí","5882","Municipal","Rua","ALEXANDRINO DE ALENCAR","828","Colisão Lateral","Lesão De Trânsito","","","15/06/2009","782","","","",""
"03/06/2009","11:30","Gravataí","5565","Municipal","Avenida","ALEXANDRINO DE ALENCAR","1447","Atropelamento","Lesão Corporal Seguida De Morte","","","","","","","",""
"17/01/2009","01:30","Gravataí","494","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","5620","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"03/05/2009","18:30","Gravataí","4935","Federal","Rodovia","BR 290","71","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"13/05/2009","21:18","Gravataí","4780","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","2635","Atropelamento","Homicídio De Trânsito","","","13/05/2009","","","","",""
"03/01/2009","02:25","Gravataí","47","Estadual","Rodovia","RS 030","7","Outro","Lesão Corporal","","","03/01/2009","54","","","",""
"26/04/2009","05:47","Gravataí","4566","Municipal","Rua","ADOLFO INACIO BARCELOS","908","Tombamento","Homicídio De Trânsito","","","","","","","",""
"08/05/2009","10:30","Gravataí","4561","Municipal","Rua","ALCEU WAMOSY","481","Colisão Lateral","Lesão De Trânsito","","","08/05/2009","4564","","","",""
"05/05/2009","15:00","Gravataí","4455","Estadual","Rodovia","RS 118","","Colisão","Homicídio De Trânsito","","","","","","","",""
"22/04/2009","18:45","Gravataí","4441","Estadual","Rodovia","RS 030","4970","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"02/05/2009","00:40","Gravataí","4420","Federal","Rodovia","BR 290","80","Capotagem","Lesão De Trânsito","","","03/05/2009","614","","","",""
"16/04/2009","18:50","Gravataí","4236","Municipal","","DISTRITO INDUSTRIAL","","Colisão","Lesão Corporal Seguida De Morte","","","17/04/2009","536","NÃO INF.","N","S","NÃO INF."
"06/04/2009","19:30","Gravataí","3786","Estadual","Rodovia","RS 030","","Atropelamento","Homicídio De Trânsito","","","06/04/2009","","","","",""
"24/03/2009","06:00","Gravataí","3189","Estadual","Rodovia","RS 118","16","Colisão Lateral","Lesão Corporal Seguida De Morte","","","","","","","",""
"24/03/2009","18:00","Gravataí","2876","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","2270","Colisão Lateral","Lesão De Trânsito","","","01/04/2009","460","","","",""
"08/03/2009","23:15","Gravataí","2626","Federal","Rodovia","BR 290","75","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"17/03/2009","14:20","Gravataí","2609","Federal","Rodovia","BR 290","75","Colisão Lateral","Lesão De Trânsito","","","15/04/2009","525","","","",""
"15/02/2009","02:00","Gravataí","250","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","4280","Atropelamento","Homicídio De Trânsito","","","15/02/2009","","","","",""
"14/03/2009","06:10","Gravataí","2469","Municipal","Rua","ADOLFO INACIO BARCELOS","949","Colisão","Lesão De Trânsito","","","01/04/2009","3197","","","",""
"13/03/2009","13:40","Gravataí","2445","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","5748","Tombamento","Lesão De Trânsito","","","14/03/2009","389","","","",""
"20/02/2009","23:50","Gravataí","1932","Municipal","Avenida","ADOLFO INACIO BARCELOS","","Colisão","Falecimento","","","20/02/2009","5575","","","",""
"22/11/2009","14:40","Gravataí","1765","Federal","Rodovia","BR 290","69","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"16/02/2009","05:45","Gravataí","1669","Federal","Rodovia","BR 290","52","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","N","N","N","NÃO INF."
"24/12/2009","01:00","Gravataí","15368","Municipal","Rua","HENRIQUE CLOSS","770","Choque Com Objeto Fixo","Homicídio De Trânsito","","","24/12/2009","","","","",""
"16/12/2009","17:50","Gravataí","15060","Municipal","Rua","MARCO POLO","415","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"12/11/2009","23:00","Gravataí","13657","Estadual","Rodovia","RS 118","19","Atropelamento","Lesão De Trânsito","","","21/11/2009","1668","","","",""
"31/10/2009","06:40","Gravataí","13090","Municipal","Estrada","DA CAVALHADA","2600","Colisão","Lesão Corporal Seguida De Morte","","","31/10/2009","1555","N","N","N","N"
"26/12/2009","18:45","Gravataí","12628","Municipal","Rua","RUDOLFO VONTOBEL","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"22/12/2009","10:15","Gravataí","12470","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","3792","Colisão Lateral","Lesão Corporal Culposa","","","22/12/2009","1833","","","",""
"10/12/2009","00:05","Gravataí","12145","Estadual","Rodovia","RS 020","","Não Informado","Lesão Corporal Seguida De Morte","","","","","","","",""
"07/02/2009","02:05","Gravataí","1214","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","6802","Colisão","Lesão De Trânsito","","","09/02/2009","255","","","",""
"06/02/2009","03:50","Gravataí","1185","Federal","Rodovia","BR 290","78","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"25/09/2009","06:00","Gravataí","11555","Estadual","Rodovia","RS 030","6","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"24/09/2009","21:00","Gravataí","11553","Estadual","Rodovia","RS 030","3","Atropelamento","Lesão De Trânsito","","","24/09/2009","1345","","","",""
"31/01/2009","01:30","Gravataí","1125","Estadual","Rodovia","RS 030","26","Choque Com Objeto Fixo","Outros Acidentes","","","31/01/2009","","","","",""
"10/11/2009","08:56","Gravataí","11051","Municipal","Avenida","DORIVAL CANDIDO LUIZ DE OLIVEIRA","4512","Atropelamento","Lesão Corporal Culposa","","","13/11/2009","1627","","","",""
"07/09/2009","13:15","Gravataí","10647","Estadual","Rodovia","RS 118","10","Atropelamento","Lesão De Trânsito","","","16/09/2009","1163","","","",""
"24/08/2009","08:20","Gravataí","10083","Municipal","Rua","CORONEL VICENTE","97","Atropelamento","Lesão Corporal Culposa","","","02/09/2009","7060","","","",""
"30/12/2009","01:30","Guaíba","8972","Municipal","Avenida","NESTOR DE MOURA JARDIM","980","Colisão","Homicídio De Trânsito","","","","","","","",""
"25/12/2009","18:50","Guaíba","8862","Federal","Rodovia","BR 116","300","Outro","Lesão De Trânsito","","","28/12/2009","1867","","","",""
"18/11/2009","10:00","Guaíba","7799","Federal","Rodovia","BR 116","299","Tombamento","Lesão De Trânsito","","","18/11/2009","1643","","","",""
"27/10/2009","11:25","Guaíba","7244","Federal","Rodovia","BR 116","296","Colisão","Homicídio De Trânsito","","","27/10/2009","534 / 1533","","","",""
"15/06/2009","19:00","Guaíba","6971","Federal","Rodovia","BR 116","299","Colisão","Lesão De Trânsito","","","21/06/2009","5879","","","",""
"19/09/2009","05:10","Guaíba","6310","Federal","Rodovia","BR 116","294,5","Tombamento","Homicídio De Trânsito","","","19/09/2009","1322","","","",""
"16/08/2009","07:00","Guaíba","5509","Federal","Rodovia","BR 116","327,6","Colisão","Homicídio De Trânsito","","","","","","","",""
"09/04/2009","00:31","Guaíba","549","Municipal","Rua","SANTA CATARINA","","Choque Com Objeto Fixo","Falecimento","","","13/04/2009","549","","","",""
"05/08/2009","19:00","Guaíba","5266","Municipal","Estrada","DO CONDE","","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"16/07/2009","16:53","Guaíba","4831","Municipal","Rua","SANTA CATARINA","688","Colisão Lateral","Homicídio De Trânsito","","","16/07/2009","","","","",""
"16/01/2009","04:00","Guaíba","326","Municipal","Avenida","MARECHAL CASTELO BRANCO","","Choque Com Objeto Fixo","Dano","","","16/01/2009","166","","","",""
"25/04/2009","04:00","Guaíba","2717","Municipal","Avenida","JOAO PESSOA","1311","Colisão","Lesão Corporal Seguida De Morte","","","25/04/2009","","","","",""
"18/02/2009","14:45","Guaíba","1106 / 635857","Municipal","Rua","SETE DE SETEMBRO","338","Colisão Lateral","Lesão De Trânsito","","","18/02/2009","2096","","","",""
"26/04/2009","17:20","Guaporé","811","Estadual","Rodovia","RS 129","127","Choque Com Objeto Fixo","Acidente De Trânsito Com Danos Materiais","","","","","NÃO INF.","N","N","NÃO INF."
"03/03/2009","15:40","Guaporé","2659","Estadual","Rodovia","RS 129","","Atropelamento","Homicídio De Trânsito","","","03/03/2009","","","","",""
"25/10/2009","21:15","Guaporé","2048","Estadual","Rodovia","RS 129","138","Colisão","Homicídio De Trânsito","","","","","","","",""
"07/06/2009","02:00","Guaporé","1108","Municipal","Avenida","SILVIO SANSON","","Tombamento","Homicídio De Trânsito","","","","","","","",""
"19/11/2009","13:45","Guarani das Missões","880","Municipal","Estrada","LINHA HARMONIA CENTRO","","Choque Com Objeto Fixo","Outros Acidentes","","","","","","","",""
"12/08/2009","20:00","Guarani das Missões","568","Federal","Rodovia","BR 392","641","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"08/08/2009","16:15","Guarani das Missões","560","Federal","Rodovia","BR 392","644","Colisão","Homicídio De Trânsito","","","","","","","",""
"29/04/2009","19:50","Guarani das Missões","314","Municipal","Estrada","LINHA HARMONIA SUL","","Colisão","Outros Acidentes","","","","","","","",""
"08/01/2009","19:00","Guarani das Missões","20","Federal","Rodovia","BR 392","637","Colisão Lateral","Lesão De Trânsito","","","0/01/20099","570 / 375","","","",""
"13/02/2009","17:30","Guarani das Missões","114","Federal","Rodovia","BR 392","640,9","Colisão","Homicídio De Trânsito","","","13/02/2009","","","","",""
"26/08/2009","17:45","Harmonia","2001","Estadual","Rodovia","RS 124","2","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"09/10/2009","05:10","Horizontina","1160","Municipal","Rua","ARNOLDO SCHNEIDER","935","Capotagem","Homicídio De Trânsito","","","","","","","",""
"28/01/2009","15:05","Humaitá","27","Municipal","Avenida","JOAO PESSOA","677","Atropelamento","Lesão De Trânsito","","","28/01/2009","286","","","",""
"22/01/2009","11:00","Ibiaçá","57","Municipal","Estrada","LINHA ARACA BAIXO","","Outro","Acidente De Trabalho","","","22/01/2009","1540","","","",""
"07/12/2009","09:00","Ibiaçá","565","Municipal","Rua","SETE DE SETEMBRO","","Colisão","Homicídio De Trânsito","","","07/12/2009","","","","",""
"23/05/2009","19:30","Ibiraiaras","247","Municipal","Rua","FREI ALEIXO","","Capotagem","Acidente De Trânsito Com Danos Materiais","","","","","NÃO INF.","N","N","NÃO INF."
"21/03/2009","20:00","Ibiraiaras","160","Municipal","Rua","SAO JOSE DO CARREIRO","","Atropelamento","Lesão De Trânsito","","","01/04/2009","6824","","","",""
"13/04/2009","17:00","Ibirapuitã","1594","Municipal","Estrada","LINHA QUEBRA DENTES","","Não Informado","Homicídio De Trânsito","","","","","","","",""
"06/12/2009","00:01","Ibirubá","2144","Estadual","Rodovia","RS 824","1","Colisão","Homicídio De Trânsito","","","06/12/2009","","NÃO INF.","N","N","N"
"26/11/2009","09:35","Rio Grande","21211","Municipal","Avenida","PRESIDENTE VARGAS","932","Colisão Lateral","Homicídio De Trânsito","","","26/11/2009","","","","",""
"22/11/2009","20:20","Rio Grande","20965","Municipal","Rua","PELOTAS","","Tombamento","Homicídio De Trânsito","","","","","","","",""
"21/11/2009","18:50","Rio Grande","20936","Municipal","Estrada","ROBERTO SOCOOWSKI","1398","Colisão","Homicídio De Trânsito","","","","","","","",""
"15/11/2009","00:00","Rio Grande","20526","Municipal","Avenida","ARGENTINA","283","Colisão","Lesão De Trânsito","","","25/11/2009","21154","","","",""
"13/11/2009","01:20","Rio Grande","20435","Federal","Rodovia","BR 392","","Capotagem","Homicídio De Trânsito","","","","","","","",""
"29/01/2009","22:00","Rio Grande","2015","Federal","Rodovia","BR 392","20","Atropelamento","Lesão De Trânsito","","","01/02/2009","2201","","","",""
"07/11/2009","23:00","Rio Grande","20120","Municipal","Avenida","BELLO BRUM","2477","Atropelamento","Lesão De Trânsito","","","19/11/2009","20817","","","",""
"31/10/2009","09:15","Rio Grande","20076","Municipal","Rua","PRIMEIRO DE MAIO","293","Colisão Lateral","Lesão De Trânsito","","","07/11/2009","20077","NÃO INF.","N","N","N"
"08/10/2009","17:00","Rio Grande","18121","Municipal","Rua","BARAO DO SANTO ANGELO","53","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"07/10/2009","21:30","Rio Grande","18069","Federal","Rodovia","BR 392","41","Colisão","Homicídio De Trânsito","","","","","","","",""
"05/10/2009","20:00","Rio Grande","17903","Municipal","Rua","ALMIRANTE BARROSO","365","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"03/10/2009","14:30","Rio Grande","17788","Federal","Rodovia","BR 392","18","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"03/10/2009","15:25","Rio Grande","17786","Municipal","Estrada","ROBERTO SOCOOWSKI","1360","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"11/09/2009","18:30","Rio Grande","16447","Municipal","Rua","DOM BOSCO","","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"05/09/2009","14:00","Rio Grande","16056","Municipal","Rua","DOM BOSCO","302","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"26/08/2009","05:52","Rio Grande","15437","Federal","Rodovia","BR 392","19,8","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"18/03/2009","11:40","Rio Grande","1436","Municipal","Rua","ONZE","316","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"16/06/2009","18:35","Rio Grande","14346","Federal","Rodovia","BR 392","48,2","Atropelamento","Outros Crimes","","","","","N","N","N","NÃO INF."
"25/07/2009","22:45","Rio Grande","13699","Municipal","Rua","CARLOS VIGNOLI","","Atropelamento","Lesão Corporal Seguida De Morte","","","28/07/2009","","","","",""
"01/07/2009","22:30","Rio Grande","12105","Municipal","Estrada","VIA NOVE","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","02/07/2009","","","","",""
"23/06/2009","10:10","Rio Grande","11583","Federal","Rodovia","BR 392","9,8","Colisão","Lesão Corporal Seguida De Morte","","","23/06/2009","","","","",""
"18/06/2009","19:15","Rio Grande","11342","Estadual","Rodovia","RS 734","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"24/02/2009","07:30","Rio Grande","1087","Municipal","Rua","JOAO AUGUSTO DOS SANTOS","","Atropelamento","Lesão De Trânsito","","","25/02/2009","3883","","","",""
"21/10/2009","15:00","Rio Grande","10361","Federal","Rodovia","BR 471","","Tombamento","Homicídio De Trânsito","","","","","","","",""
"31/05/2009","06:30","Rio Grande","10181","Municipal","Rua","BENJAMIN CONSTANT","","Colisão","Homicídio De Trânsito","","","","","","","",""
"21/02/2009","20:45","Rio Pardo","582","Federal","Rodovia","BR 471","158,3","Colisão","Lesão De Trânsito","","","24/02/2009","2102","","","",""
"26/08/2009","09:50","Rio Pardo","2451","Municipal","Rua","GENERAL ANDRADE NEVES","1013","Atropelamento","Lesão Corporal Culposa","","","29/08/2009","1222","","","",""
"24/07/2009","19:00","Rio Pardo","2121","Federal","Rodovia","BR 471","156,3","Colisão Lateral","Homicídio De Trânsito","","","24/07/2009","","","","",""
"20/06/2009","20:55","Rio Pardo","1753","Municipal","Rua","GENERAL AUTO","","Colisão","Homicídio De Trânsito","","","","","","","",""
"17/04/2009","20:30","Rio Pardo","1165","Municipal","Estrada","VAGO","","Colisão","Homicídio De Trânsito","","","","","","","",""
